,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,EnclosedPorch,ExterCond,ExterQual,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MiscVal,MoSold,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,TotalSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_CompShg,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD
0,11.465204485880951,11.4589848482355,0.0,1.5354501909797826,1.8127362015018316,1.5354501909797826,10.960008908024918,0.0,1.1909536022219291,2.2481851444516057,0.72917691945013,0.0,1.1909536022219291,7.378696054292944,0.72917691945013,0.0,1.8127362015018316,1.1909536022219291,1.5354501909797826,0.0,1.1909536022219291,2.2481851444516057,10.316980136363105,1.1909536022219291,2.046050824109111,1.1909536022219291,2.046050824109111,13.87204563567418,13.401448321518448,0.72917691945013,0.0,0.72917691945013,1.1909536022219291,0.0,18.691290991326508,5.764385877762188,1.5354501909797826,0.0,2.046050824109111,7.93988472181343,0.0,0.72917691945013,5.6501274433314155,1.8127362015018316,2.4269712622629362,1.1909536022219291,0.0,0.0,0.72917691945013,2.5875709244274403,11.465204485880951,14.63120359782508,0.0,13.87204563567418,13.87204563567418,1.1909536022219291,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,12.527305790181629,0.0,0.0,1.5354501909797826,1.8127362015018316,0.72917691945013,11.823001878056205,0.0,0.0,2.2481851444516057,0.0,0.72917691945013,1.1909536022219291,8.755976748774524,0.72917691945013,0.0,1.8127362015018316,1.5354501909797826,2.046050824109111,0.72917691945013,1.1909536022219291,2.2481851444516057,9.886411075880886,1.1909536022219291,2.046050824109111,1.1909536022219291,2.046050824109111,13.831236595590378,12.527305790181629,0.0,0.0,0.72917691945013,1.5354501909797826,0.0,19.169057850878232,6.145992725751508,1.5354501909797826,0.0,0.0,0.0,0.0,1.8127362015018316,0.0,2.4269712622629362,2.2481851444516057,1.1909536022219291,0.0,0.0,0.72917691945013,2.2481851444516057,12.527305790181629,14.579769850210333,8.865194112063692,13.831236595590378,13.831236595590378,0.72917691945013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,11.657964874422275,11.496117770344206,0.0,1.5354501909797826,1.8127362015018316,1.1909536022219291,10.020461824953037,0.0,1.1909536022219291,2.2481851444516057,0.72917691945013,0.0,1.1909536022219291,9.745732699911029,0.72917691945013,0.0,1.8127362015018316,1.1909536022219291,2.046050824109111,0.72917691945013,1.1909536022219291,2.2481851444516057,10.577817391862384,1.1909536022219291,2.046050824109111,1.1909536022219291,2.046050824109111,13.86903891687739,13.529764822156494,0.72917691945013,0.0,0.72917691945013,1.1909536022219291,0.0,19.77539474456979,5.846255584019278,0.0,0.0,2.046050824109111,7.537863707205127,0.0,2.5875709244274403,5.0017485205810255,1.8127362015018316,2.4269712622629362,1.1909536022219291,0.0,0.0,0.72917691945013,2.2481851444516057,11.657964874422275,14.797606077238509,0.0,13.86903891687739,13.87054259713758,1.1909536022219291,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,11.775514680406701,11.13781514944465,0.0,1.5354501909797826,0.72917691945013,1.5354501909797826,8.14936518736858,0.0,0.0,2.2481851444516057,0.72917691945013,0.0,1.8127362015018316,10.280380467030026,0.72917691945013,8.658647638011502,1.8127362015018316,1.5354501909797826,1.1909536022219291,0.72917691945013,0.72917691945013,2.2481851444516057,10.716012462114868,1.5354501909797826,2.046050824109111,1.5354501909797826,2.046050824109111,13.864524019803758,13.41346850134554,0.0,1.1909536022219291,0.72917691945013,1.1909536022219291,0.0,19.149330973305272,5.620580037016494,0.0,0.0,2.2481851444516057,0.0,0.0,0.72917691945013,4.69911862456967,1.8127362015018316,2.4269712622629362,1.1909536022219291,0.0,0.0,0.72917691945013,2.4269712622629362,11.13781514944465,14.516321886336309,0.0,13.737254417667435,13.8221032539373,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,12.255432147026898,12.024439589831402,0.0,1.8127362015018316,1.8127362015018316,0.0,10.76720417632634,0.0,1.1909536022219291,2.2481851444516057,0.72917691945013,0.0,1.1909536022219291,10.04053901070992,0.72917691945013,0.0,1.8127362015018316,1.1909536022219291,2.046050824109111,0.72917691945013,1.1909536022219291,2.2481851444516057,11.402441198487052,1.5354501909797826,2.046050824109111,1.1909536022219291,2.046050824109111,13.867534594298888,14.153572156815638,0.72917691945013,0.0,0.72917691945013,1.1909536022219291,0.0,20.70819360427665,6.237470353922875,0.0,0.0,2.046050824109111,9.235942922071098,0.0,2.9915580339187713,6.237470353922875,1.8127362015018316,2.5875709244274403,1.1909536022219291,0.0,0.0,0.72917691945013,2.733574903834053,12.255432147026898,15.472656220064867,7.89581985361572,13.867534594298888,13.867534594298888,1.1909536022219291,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,11.27296827764568,10.39769065407473,9.02829377157979,0.72917691945013,1.8127362015018316,1.5354501909797826,11.05376327242097,0.0,1.1909536022219291,2.2481851444516057,0.72917691945013,0.0,1.1909536022219291,5.736388305239887,0.72917691945013,0.0,1.8127362015018316,1.5354501909797826,1.5354501909797826,0.0,0.72917691945013,2.2481851444516057,9.990080068583445,1.1909536022219291,2.046050824109111,1.5354501909797826,2.046050824109111,13.856986301200429,12.743105192240257,0.72917691945013,0.0,0.72917691945013,1.5354501909797826,0.0,20.667317894643823,6.259763578855873,0.0,0.0,1.8127362015018316,0.0,10.937955347720882,2.733574903834053,4.450406171796668,1.8127362015018316,2.046050824109111,1.1909536022219291,0.0,0.0,0.72917691945013,2.046050824109111,11.27296827764568,14.097614472846352,4.919861145985532,13.856986301200429,13.860003325756523,1.5354501909797826,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6,13.373814942615754,0.0,0.0,1.5354501909797826,1.8127362015018316,0.0,12.757698460109962,0.0,1.1909536022219291,2.2481851444516057,0.72917691945013,0.0,0.0,9.006626651127068,0.72917691945013,0.0,1.8127362015018316,1.1909536022219291,1.1909536022219291,0.72917691945013,1.1909536022219291,2.2481851444516057,10.692086473313921,1.1909536022219291,2.046050824109111,1.1909536022219291,2.046050824109111,13.873548033081079,13.373814942615754,0.0,0.0,0.72917691945013,1.1909536022219291,0.0,19.355605926326223,6.0260502711667225,1.5354501909797826,0.0,0.0,7.828235596386751,0.0,2.4269712622629362,5.529382684764075,1.8127362015018316,2.5875709244274403,1.1909536022219291,0.0,0.0,0.72917691945013,2.4269712622629362,13.35991452510491,15.508376013492816,8.514305352720275,13.873548033081079,13.87504978995132,0.72917691945013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7,12.162016144020328,11.836834501012179,0.0,1.5354501909797826,1.8127362015018316,1.1909536022219291,11.474510713038681,4.553739143608276,0.0,0.72917691945013,0.72917691945013,0.0,1.1909536022219291,8.14936518736858,0.72917691945013,8.267251591305557,1.8127362015018316,1.5354501909797826,2.046050824109111,1.1909536022219291,1.1909536022219291,2.2481851444516057,10.010370307596693,1.1909536022219291,2.046050824109111,1.1909536022219291,2.046050824109111,13.826672891713043,14.000418915195498,0.72917691945013,0.0,0.72917691945013,1.5354501909797826,0.0,19.466689993669537,6.145992725751508,0.0,0.0,2.046050824109111,8.379969540897058,9.235942922071098,2.867586911845971,8.025766856312451,2.046050824109111,2.4269712622629362,1.1909536022219291,0.0,0.0,0.72917691945013,2.4269712622629362,12.162016144020328,15.328325698740047,8.333600293086963,13.826672891713043,13.826672891713043,1.5354501909797826,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8,11.94271368987756,11.12396622157618,0.0,1.1909536022219291,1.8127362015018316,1.5354501909797826,0.0,0.0,2.2481851444516057,2.2481851444516057,0.0,0.0,1.8127362015018316,11.75008321498608,0.72917691945013,8.036299722533402,1.8127362015018316,1.5354501909797826,2.046050824109111,1.1909536022219291,1.1909536022219291,1.1909536022219291,9.928331552080438,1.1909536022219291,2.046050824109111,1.5354501909797826,0.72917691945013,13.762150249089519,13.509818404988,0.0,1.1909536022219291,1.1909536022219291,1.5354501909797826,0.0,17.522075378158647,5.334181193496806,1.5354501909797826,0.0,1.8127362015018316,0.0,0.0,1.5354501909797826,0.0,1.8127362015018316,2.4269712622629362,1.1909536022219291,0.0,0.0,0.72917691945013,2.5875709244274403,11.75008321498608,14.820773883348393,6.368012891441219,13.762150249089519,13.79148611264353,1.1909536022219291,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,12.086311479468725,0.0,0.0,1.1909536022219291,1.8127362015018316,1.5354501909797826,11.449632027829642,0.0,1.1909536022219291,2.2481851444516057,0.72917691945013,0.0,1.8127362015018316,7.237568110043648,0.72917691945013,0.0,1.8127362015018316,1.5354501909797826,2.046050824109111,1.1909536022219291,0.72917691945013,2.2481851444516057,8.036299722533402,0.72917691945013,2.046050824109111,1.1909536022219291,1.1909536022219291,13.774532123660242,12.086311479468725,0.0,0.0,1.1909536022219291,1.5354501909797826,0.0,18.213583433255028,5.299792502826182,1.5354501909797826,0.0,3.3167280865369815,0.0,0.0,0.0,1.8127362015018316,2.046050824109111,2.046050824109111,1.1909536022219291,0.0,0.0,0.72917691945013,2.046050824109111,11.858842202217254,13.968394460738821,0.0,13.774532123660242,13.79148611264353,1.1909536022219291,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
